cod_a,cod_b,sim_nombre,sim_direccion,mismo_telefono,nombre_a,nombre_b,depto,municipio,idx_a,idx_b
19-01-0086-46,19-01-1012-46,100.0,100.0,True,"CENTRO EDUCATIVO JUVENIL CATÓLICO ""NUESTRA SEÑORA DE FÁTIMA""","CENTRO EDUCATIVO JUVENIL CATÓLICO ""NUESTRA SEÑORA DE FÁTIMA""",ZACAPA,ZACAPA,3885,3936
19-01-0156-46,19-01-0183-46,100.0,100.0,False,LICEO CRISTO REY,LICEO CRISTO REY,ZACAPA,ZACAPA,3891,3902
19-01-0178-46,19-01-0179-46,100.0,100.0,False,LICEO CRISTO REY,LICEO CRISTO REY,ZACAPA,ZACAPA,3899,3900
22-01-0369-46,22-01-0370-46,100.0,99.02912621359224,True,LICEO TECNOLÓGICO BILINGÜE GÉNESIS 7A.,LICEO TECNOLÓGICO BILINGÜE GÉNESIS 7A.,JUTIAPA,JUTIAPA,9376,9377
05-02-0084-46,05-02-2555-46,100.0,98.98989898989899,True,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN 4TA.,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN 4TA.,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,5733,5815
01-17-0225-46,01-17-0228-46,100.0,98.9010989010989,False,INSTITUTO TÉCNICO EMILIANI SOMASCOS 20,INSTITUTO TÉCNICO EMILIANI SOMASCOS 20,GUATEMALA,SAN MIGUEL PETAPA,8021,8024
01-17-0226-46,01-17-0228-46,100.0,98.9010989010989,False,INSTITUTO TÉCNICO EMILIANI SOMASCOS 20,INSTITUTO TÉCNICO EMILIANI SOMASCOS 20,GUATEMALA,SAN MIGUEL PETAPA,8022,8024
01-17-0227-46,01-17-0228-46,100.0,98.9010989010989,False,INSTITUTO TÉCNICO EMILIANI SOMASCOS 20,INSTITUTO TÉCNICO EMILIANI SOMASCOS 20,GUATEMALA,SAN MIGUEL PETAPA,8023,8024
12-13-0055-46,12-13-0068-46,100.0,98.9010989010989,False,COLEGIO PARTICULAR MIXTO LA FAMILIA,COLEGIO PARTICULAR MIXTO LA FAMILIA,SAN MARCOS,EL TUMBADOR,2552,2555
05-01-0259-46,05-01-0336-46,100.0,98.87640449438202,False,COLEGIO INTERNACIONAL FUTURE LEARNING CENTER FLC,COLEGIO INTERNACIONAL FUTURE LEARNING CENTER FLC,ESCUINTLA,ESCUINTLA,5536,5572
18-02-0276-46,18-02-0280-46,100.0,98.82352941176471,False,COLEGIO PARTICULAR MIXTO MUNDO JUVENIL,COLEGIO PARTICULAR MIXTO MUNDO JUVENIL,IZABAL,LIVINGSTON,8898,8899
10-14-0051-46,10-14-2296-46,100.0,98.79518072289156,False,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA ICI,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA ICI,SUCHITEPEQUEZ,PATULUL,3659,3677
15-01-0112-46,15-01-0114-46,100.0,98.73417721518987,True,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,BAJA VERAPAZ,SALAMA,4517,4519
21-01-0256-46,21-01-0297-46,100.0,98.7012987012987,True,COLEGIO SAGRADO CORAZON 3RA.,COLEGIO SAGRADO CORAZON 3RA.,JALAPA,JALAPA,9143,9149
04-04-0029-46,04-04-3227-46,100.0,98.66666666666667,False,CENTRO EDUCATIVO FORMACION Y CIENCIA 7A.,CENTRO EDUCATIVO FORMACION Y CIENCIA 7A.,CHIMALTENANGO,SAN JUAN COMALAPA,4924,4950
10-01-2484-46,10-01-2485-46,100.0,98.59154929577466,True,INSTITUTO PRIVADO MIXTO JOSE ERNESTO MONZON,INSTITUTO PRIVADO MIXTO JOSE ERNESTO MONZON,SUCHITEPEQUEZ,MAZATENANGO,3495,3496
01-13-0081-46,01-13-0139-46,100.0,98.55072463768117,True,LICEO MIXTO MONTE HOREB 2A.,LICEO MIXTO MONTE HOREB 2A.,GUATEMALA,FRAIJANES,7244,7267
01-04-0033-46,01-04-0034-46,100.0,98.55072463768117,True,COLEGIO BALAM,COLEGIO BALAM,GUATEMALA,SAN JOSE DEL GOLFO,6359,6360
01-04-0035-46,01-04-0038-46,100.0,98.55072463768117,True,COLEGIO BALAM,COLEGIO BALAM,GUATEMALA,SAN JOSE DEL GOLFO,6361,6363
05-09-0073-46,05-09-0075-46,100.0,98.46153846153847,True,COLEGIO PARTICULAR MIXTO SANTA MARÍA,COLEGIO PARTICULAR MIXTO SANTA MARÍA,ESCUINTLA,SAN JOSE,6052,6053
05-02-0232-46,05-02-0265-46,100.0,98.41269841269842,True,INSTITUTO TECNOLÓGICO PROESUR,INSTITUTO TECNOLÓGICO PROESUR,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,5772,5789
08-06-0064-46,08-06-0080-46,100.0,98.41269841269842,True,"COLEGIO PRIVADO MIXTO ""FLOR DE MARÍA""","COLEGIO PRIVADO MIXTO ""FLOR DE MARÍA""",TOTONICAPAN,SANTA MARIA CHIQUIMULA,3865,3868
05-12-0028-46,05-12-0035-46,100.0,98.30508474576271,True,COLEGIO INTEGRAL VICENTINO 8A.,COLEGIO INTEGRAL VICENTINO 8A.,ESCUINTLA,SAN VICENTE PACAYA,6151,6155
01-05-0100-46,01-05-0102-46,100.0,98.30508474576271,True,COLEGIO GUATEMALTECO TIKAL NO. 2 3A.,COLEGIO GUATEMALTECO TIKAL NO. 2 3A.,GUATEMALA,PALENCIA,6378,6379
01-10-0258-46,01-10-0329-46,100.0,98.27586206896551,True,CENTRO EDUCATIVO PROFESIONAL INTEGRAL (CEPROIN),CENTRO EDUCATIVO PROFESIONAL INTEGRAL (CEPROIN),GUATEMALA,SAN JUAN SACATEPEQUEZ,7133,7158
03-01-0230-46,03-01-1425-46,100.0,98.24561403508771,False,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,SACATEPEQUEZ,ANTIGUA GUATEMALA,1819,1896
21-01-0369-46,21-01-0370-46,100.0,98.11320754716981,True,COLEGIO PARTICULAR MIXTO OSCAR DE LEÓN PALACIOS,COLEGIO PARTICULAR MIXTO OSCAR DE LEÓN PALACIOS,JALAPA,JALAPA,9171,9172
22-12-0051-46,22-12-0052-46,100.0,98.11320754716981,True,COLEGIO BILINGUE NUEVA ERA 2A.,COLEGIO BILINGUE NUEVA ERA 2A.,JUTIAPA,JALPATAGUA,9604,9605
13-08-0045-46,13-08-0047-46,100.0,97.95918367346938,False,INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,HUEHUETENANGO,SAN PEDRO SOLOMA,8434,8436
13-08-0047-46,13-08-7128-46,100.0,97.95918367346938,False,INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,HUEHUETENANGO,SAN PEDRO SOLOMA,8436,8449
13-15-0051-46,13-15-0054-46,100.0,97.95918367346938,False,LICEO PRIVADO MIXTO MAM DE DESARROLLO EDUCATIVO,LICEO PRIVADO MIXTO MAM DE DESARROLLO EDUCATIVO,HUEHUETENANGO,TODOS SANTOS CUCHUMATAN,8524,8525
06-02-0085-46,06-02-1998-46,100.0,97.95918367346938,True,"INSTITUTO TECNOLOGICO PRIVADO DE SANTA ROSA ""CRISTO VIVE""","INSTITUTO TECNOLOGICO PRIVADO DE SANTA ROSA ""CRISTO VIVE""",SANTA ROSA,BARBERENA,2956,2974
19-01-0670-46,19-01-1069-46,100.0,97.95918367346938,True,INSTITUTO PRIVADO MIXTO DE BACHILLERATO POR MADUREZ CIENCIA Y DESARROLLO,INSTITUTO PRIVADO MIXTO DE BACHILLERATO POR MADUREZ CIENCIA Y DESARROLLO,ZACAPA,ZACAPA,3924,3938
11-01-0120-46,11-01-1332-46,100.0,97.87234042553192,True,COLEGIO CENTRO EDUCATIVO RETALTECO DE FORMACION INTEGRAL,COLEGIO CENTRO EDUCATIVO RETALTECO DE FORMACION INTEGRAL,RETALHULEU,RETALHULEU,1401,1578
12-15-0096-46,12-15-0097-46,100.0,97.87234042553192,True,"LICEO PRE-UNIVERSITARIO ""LA FE""","LICEO PRE-UNIVERSITARIO ""LA FE""",SAN MARCOS,MALACATAN,2611,2612
12-15-0096-46,12-15-0144-46,100.0,97.87234042553192,True,"LICEO PRE-UNIVERSITARIO ""LA FE""","LICEO PRE-UNIVERSITARIO ""LA FE""",SAN MARCOS,MALACATAN,2611,2633
12-02-0173-46,12-02-0188-46,100.0,97.87234042553192,True,"COLEGIO PARTICULAR ""LICEO MINERVA""","COLEGIO PARTICULAR ""LICEO MINERVA""",SAN MARCOS,SAN PEDRO SACATEPEQUEZ,2295,2301
12-02-0173-46,12-02-3695-46,100.0,97.87234042553192,True,"COLEGIO PARTICULAR ""LICEO MINERVA""","COLEGIO PARTICULAR ""LICEO MINERVA""",SAN MARCOS,SAN PEDRO SACATEPEQUEZ,2295,2324
05-10-0035-46,05-10-0036-46,100.0,97.77777777777777,True,COLEGIO PARTICULAR MIXTO IXTAPAN 5TA. AVE. 3-80,COLEGIO PARTICULAR MIXTO IXTAPAN 5TA. AVE. 3-80,ESCUINTLA,IZTAPA,6096,6097
03-01-0075-46,03-01-0184-46,100.0,97.77777777777777,True,COLEGIO MUNDO VERDE,COLEGIO MUNDO VERDE,SACATEPEQUEZ,ANTIGUA GUATEMALA,1764,1802
10-10-0047-46,10-10-0056-46,100.0,97.77777777777777,False,"COLEGIO PRIVADO MIXTO ""AMERICANO""","COLEGIO PRIVADO MIXTO ""AMERICANO""",SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,3597,3601
17-14-0078-46,17-14-0080-46,100.0,97.67441860465115,True,COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES -CEDIF-,COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES -CEDIF-,PETEN,EL CHAL,506,507
12-01-0144-46,12-01-0191-46,100.0,97.67441860465115,False,"COLEGIO PARTICULAR MIXTO ""JERUSALEM""","COLEGIO PARTICULAR MIXTO ""JERUSALEM""",SAN MARCOS,SAN MARCOS,2214,2242
12-01-0144-46,12-01-4653-46,100.0,97.67441860465115,True,"COLEGIO PARTICULAR MIXTO ""JERUSALEM""","COLEGIO PARTICULAR MIXTO ""JERUSALEM""",SAN MARCOS,SAN MARCOS,2214,2262
04-01-0285-46,04-01-0287-46,100.0,97.61904761904762,True,COLEGIO DEL FUTURO,COLEGIO DEL FUTURO,CHIMALTENANGO,CHIMALTENANGO,4751,4753
04-01-0286-46,04-01-0288-46,100.0,97.61904761904762,True,COLEGIO DEL FUTURO,COLEGIO DEL FUTURO,CHIMALTENANGO,CHIMALTENANGO,4752,4754
07-01-0172-46,07-01-2794-46,100.0,97.61904761904762,False,CENTRO EDUCATIVO INTERCULTURAL PARA EL DESARROLLO COMUNITARIO CEIDECO,CENTRO EDUCATIVO INTERCULTURAL PARA EL DESARROLLO COMUNITARIO CEIDECO,SOLOLA,SOLOLA,3142,3169
01-08-9151-46,01-08-9152-46,100.0,97.5609756097561,True,COLEGIO CRISTIANO JESUS DE NAZARETH 3A.,COLEGIO CRISTIANO JESUS DE NAZARETH 3A.,GUATEMALA,MIXCO,7019,7020
13-01-0268-46,13-01-0341-46,100.0,97.5609756097561,True,LICEO PRIVADO DE CIENCIAS COMERCIALES 5A.,LICEO PRIVADO DE CIENCIAS COMERCIALES 5A.,HUEHUETENANGO,HUEHUETENANGO,8174,8199
13-01-0275-46,13-01-0341-46,100.0,97.5609756097561,True,LICEO PRIVADO DE CIENCIAS COMERCIALES 5A.,LICEO PRIVADO DE CIENCIAS COMERCIALES 5A.,HUEHUETENANGO,HUEHUETENANGO,8176,8199
13-01-0289-46,13-01-1592-46,100.0,97.5609756097561,True,COLEGIO PRIVADO MIXTO AMERICANO 3A.,COLEGIO PRIVADO MIXTO AMERICANO 3A.,HUEHUETENANGO,HUEHUETENANGO,8179,8258
08-02-0056-46,08-02-0068-46,100.0,97.5609756097561,True,COLEGIO CRISTIANO DEL VALLE,COLEGIO CRISTIANO DEL VALLE,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,3811,3818
01-08-0143-46,01-08-9690-46,100.0,97.5,True,COLEGIO CRISTIANO ELIM 3A.,COLEGIO CRISTIANO ELIM 3A.,GUATEMALA,MIXCO,6528,7045
03-07-0019-46,03-07-0032-46,100.0,97.5,False,CENTRO EDUCATIVO MUNICIPAL SAN BARTOLOME MILPAS ALTAS,CENTRO EDUCATIVO MUNICIPAL SAN BARTOLOME MILPAS ALTAS,SACATEPEQUEZ,SAN BARTOLOME MILPAS ALTAS,2016,2021
01-07-0031-46,01-07-0034-46,100.0,97.47899159663865,True,COLEGIO MIXTO EL ARTE DE APRENDER,COLEGIO MIXTO EL ARTE DE APRENDER,GUATEMALA,SAN PEDRO AYAMPUC,6478,6479
15-01-0113-46,15-01-0115-46,100.0,97.43589743589743,True,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,BAJA VERAPAZ,SALAMA,4518,4520
01-13-0036-46,01-13-0138-46,100.0,97.43589743589743,False,LICEO MIXTO MONTE HOREB 2A.,LICEO MIXTO MONTE HOREB 2A.,GUATEMALA,FRAIJANES,7230,7266
01-10-0078-46,01-10-0220-46,100.0,97.43589743589743,True,COLEGIO INTELIGENCIAS MULTIPLES 7A.,COLEGIO INTELIGENCIAS MULTIPLES 7A.,GUATEMALA,SAN JUAN SACATEPEQUEZ,7083,7122
01-15-0271-46,01-15-0273-46,100.0,97.43589743589743,True,LICEO PIERRE DE FERMAT 4A.,LICEO PIERRE DE FERMAT 4A.,GUATEMALA,VILLA NUEVA,7505,7506
01-15-0456-46,01-15-9551-46,100.0,97.43589743589743,True,LICEO TECNICO DE VILLA NUEVA 6A.,LICEO TECNICO DE VILLA NUEVA 6A.,GUATEMALA,VILLA NUEVA,7548,7871
13-27-0068-46,13-27-7032-46,100.0,97.43589743589743,True,COLEGIO PRIVADO EL NUEVO MILLENIUM 3A.,COLEGIO PRIVADO EL NUEVO MILLENIUM 3A.,HUEHUETENANGO,AGUACATAN,8672,8687
12-16-0051-46,12-16-0056-46,100.0,97.43589743589743,False,LICEO EXPERIMENTAL,LICEO EXPERIMENTAL,SAN MARCOS,CATARINA,2699,2703
01-15-0181-46,01-15-8398-46,100.0,97.2972972972973,True,COLEGIO BASICO MODERNO PARA COMPUTACION BM-PC 1A.,COLEGIO BASICO MODERNO PARA COMPUTACION BM-PC 1A.,GUATEMALA,VILLA NUEVA,7476,7818
13-01-0291-46,13-01-6789-46,100.0,97.2972972972973,True,COLEGIO PRIVADO MIXTO RAFAEL LANDIVAR 5A.,COLEGIO PRIVADO MIXTO RAFAEL LANDIVAR 5A.,HUEHUETENANGO,HUEHUETENANGO,8181,8287
18-04-0390-46,18-04-1983-46,100.0,97.2972972972973,False,INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ,INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ,IZABAL,MORALES,9019,9073
12-11-0035-46,12-11-0045-46,100.0,97.2972972972973,True,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,SAN MARCOS,SAN RAFAEL PIE DE LA CUESTA,2507,2512
12-07-0205-46,12-07-0225-46,100.0,97.2972972972973,False,"COLEGIO CRISTIANO BILINGUE ""BLUE-SKY""","COLEGIO CRISTIANO BILINGUE ""BLUE-SKY""",SAN MARCOS,TACANA,2441,2450
04-04-0046-46,04-04-0053-46,100.0,97.14285714285714,True,CENTRO EDUCATIVO BILINGÜE INTERCULTURAL RUK'U'X TIJONÏK 3A.,CENTRO EDUCATIVO BILINGÜE INTERCULTURAL RUK'U'X TIJONÏK 3A.,CHIMALTENANGO,SAN JUAN COMALAPA,4928,4930
01-09-0022-46,01-09-9079-46,100.0,97.14285714285714,False,LICEO INTEGRAL SAMPEDRANO 7A.,LICEO INTEGRAL SAMPEDRANO 7A.,GUATEMALA,SAN PEDRO SACATEPEQUEZ,7060,7077
01-15-0178-46,01-15-8111-46,100.0,97.14285714285714,True,COLEGIO CRISTIANO HERMOSO JESUS 1A.,COLEGIO CRISTIANO HERMOSO JESUS 1A.,GUATEMALA,VILLA NUEVA,7475,7798
01-15-0482-46,01-15-0497-46,100.0,97.14285714285714,False,LICEO TÉCNICO INDUSTRIAL MAYA TIKAL 3A.,LICEO TÉCNICO INDUSTRIAL MAYA TIKAL 3A.,GUATEMALA,VILLA NUEVA,7555,7562
13-01-0226-46,13-01-0322-46,100.0,97.14285714285714,True,CENTRO EDUCATIVO MARRIOT 7A.,CENTRO EDUCATIVO MARRIOT 7A.,HUEHUETENANGO,HUEHUETENANGO,8165,8193
13-01-0244-46,13-01-0315-46,100.0,97.14285714285714,False,INSTITUTO TÉCNICO DE CAPACITACIÓN Y PRODUCTIVIDAD INTECAP 3A.,INSTITUTO TÉCNICO DE CAPACITACIÓN Y PRODUCTIVIDAD INTECAP 3A.,HUEHUETENANGO,HUEHUETENANGO,8172,8191
18-04-0174-46,18-04-0228-46,100.0,97.14285714285714,True,LICEO ALVAREZ OVALLE,LICEO ALVAREZ OVALLE,IZABAL,MORALES,8980,9002
18-04-0177-46,18-04-0228-46,100.0,97.14285714285714,False,LICEO ALVAREZ OVALLE,LICEO ALVAREZ OVALLE,IZABAL,MORALES,8982,9002
21-01-0330-46,21-01-0791-46,100.0,97.14285714285714,False,INSTITUTO PARTICULAR MIXTO DE BACHILLERATO POR MADUREZ XALAPAN 1A.,INSTITUTO PARTICULAR MIXTO DE BACHILLERATO POR MADUREZ XALAPAN 1A.,JALAPA,JALAPA,9160,9212
22-12-0044-46,22-12-0056-46,100.0,97.14285714285714,False,COLEGIO PARTICULAR MIXTO EVANGELICO SAMARIA 5TA.,COLEGIO PARTICULAR MIXTO EVANGELICO SAMARIA 5TA.,JUTIAPA,JALPATAGUA,9601,9608
12-26-0048-46,12-26-0050-46,100.0,97.14285714285714,False,"COLEGIO INTEGRAL ""BLASE PASCAL""","COLEGIO INTEGRAL ""BLASE PASCAL""",SAN MARCOS,SIPACAPA,2834,2836
17-05-0290-46,17-05-4057-46,100.0,96.96969696969697,True,COLEGIO SANTA CRUZ,COLEGIO SANTA CRUZ,PETEN,LA LIBERTAD,206,246
17-07-0041-46,17-07-0048-46,100.0,96.96969696969697,True,COLEGIO CRISTIANO ARBOL DE VIDA,COLEGIO CRISTIANO ARBOL DE VIDA,PETEN,SANTA ANA,265,269
17-07-0048-46,17-07-0049-46,100.0,96.96969696969697,True,COLEGIO CRISTIANO ARBOL DE VIDA,COLEGIO CRISTIANO ARBOL DE VIDA,PETEN,SANTA ANA,269,270
01-17-0173-46,01-17-9741-46,100.0,96.92307692307692,False,LICEO VILLA HERMOSA,LICEO VILLA HERMOSA,GUATEMALA,SAN MIGUEL PETAPA,8005,8125
01-07-0046-46,01-07-8219-46,100.0,96.7741935483871,True,LICEO JUVENIL GUATEMALTECO,LICEO JUVENIL GUATEMALTECO,GUATEMALA,SAN PEDRO AYAMPUC,6482,6494
17-13-0135-46,17-13-0136-46,100.0,96.7741935483871,True,CENTRO EDUCATIVO YAXTUNILHA,CENTRO EDUCATIVO YAXTUNILHA,PETEN,LAS CRUCES,486,487
17-03-0104-46,17-03-0105-46,100.0,96.7741935483871,True,CENTRO EDUCATIVO CRISTIANO ADONAI,CENTRO EDUCATIVO CRISTIANO ADONAI,PETEN,SAN BENITO,101,102
05-01-0360-46,05-01-0361-46,100.0,96.7032967032967,False,CENTRO EDUCATIVO CAMPUS SUR 1A.,CENTRO EDUCATIVO CAMPUS SUR 1A.,ESCUINTLA,ESCUINTLA,5584,5585
05-02-2710-46,05-02-2971-46,100.0,96.66666666666667,False,COLEGIO MIXTO COTZUMALGUAPA,COLEGIO MIXTO COTZUMALGUAPA,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,5824,5830
14-15-0235-46,14-15-0249-46,100.0,96.55172413793103,False,"COLEGIO EVANGÉLICO METODISTA ""MARANATHA""","COLEGIO EVANGÉLICO METODISTA ""MARANATHA""",QUICHE,SAN MIGUEL USPANTAN,1260,1261
19-01-0194-46,19-01-0198-46,100.0,96.42857142857143,False,"COLEGIO ""HIGA""","COLEGIO ""HIGA""",ZACAPA,ZACAPA,3906,3907
05-11-0051-46,05-11-0060-46,100.0,96.2962962962963,True,COLEGIO SAN CARLOS,COLEGIO SAN CARLOS,ESCUINTLA,PALIN,6106,6108
09-20-0086-46,09-20-0104-46,100.0,96.20253164556962,True,"INSTITUTO PARTICULAR MIXTO ""PEDRO MOLINA""","INSTITUTO PARTICULAR MIXTO ""PEDRO MOLINA""",QUETZALTENANGO,COATEPEQUE,956,964
07-13-0074-46,07-13-0075-46,100.0,96.15384615384616,False,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,SOLOLA,SAN LUCAS TOLIMAN,3271,3272
16-03-0076-46,16-03-0082-46,100.0,96.1038961038961,False,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS 3A.,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS 3A.,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,4173,4175
16-03-0077-46,16-03-0083-46,100.0,96.1038961038961,False,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS 3A.,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS 3A.,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,4174,4176
11-01-0298-46,11-01-0300-46,100.0,96.1038961038961,True,"COLEGIO EVANGÉLICO MIXTO ""SINAÍ""","COLEGIO EVANGÉLICO MIXTO ""SINAÍ""",RETALHULEU,RETALHULEU,1460,1461
01-15-0126-46,01-15-9074-46,100.0,96.0,False,COLEGIO LUIS REY 9A.,COLEGIO LUIS REY 9A.,GUATEMALA,VILLA NUEVA,7456,7848
18-04-0208-46,18-04-0209-46,100.0,96.0,False,COLEGIO PRIVADO MIXTO BETHEZDA,COLEGIO PRIVADO MIXTO BETHEZDA,IZABAL,MORALES,8994,8995
01-08-0737-46,01-08-0889-46,100.0,95.91836734693877,False,LICEO TECNOLÓGICO DE GUATEMALA ELOHIM 6TA.,LICEO TECNOLÓGICO DE GUATEMALA ELOHIM 6TA.,GUATEMALA,MIXCO,6683,6746
01-08-0739-46,01-08-0889-46,100.0,95.91836734693877,False,LICEO TECNOLÓGICO DE GUATEMALA ELOHIM 6TA.,LICEO TECNOLÓGICO DE GUATEMALA ELOHIM 6TA.,GUATEMALA,MIXCO,6684,6746
04-03-0260-46,04-03-2797-46,100.0,95.89041095890411,True,ESCUELA NORMAL BILINGÜE INTERCULTURAL NIM NA'OJ 5A.,ESCUELA NORMAL BILINGÜE INTERCULTURAL NIM NA'OJ 5A.,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,4913,4917
05-06-0099-46,05-06-0113-46,100.0,95.45454545454545,True,COLEGIO PRIVADO MIXTO BENDICIÓN DEL SABER,COLEGIO PRIVADO MIXTO BENDICIÓN DEL SABER,ESCUINTLA,TIQUISATE,5948,5956
12-10-0085-46,12-10-4713-46,100.0,95.45454545454545,True,COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,SAN MARCOS,TEJUTLA,2488,2495
06-14-0450-46,06-14-1830-46,100.0,95.38461538461537,False,CENTRO EDUCATIVO NUESTRA SEÑORA DE LA ESPERANZA,CENTRO EDUCATIVO NUESTRA SEÑORA DE LA ESPERANZA,SANTA ROSA,NUEVA SANTA ROSA,3113,3117
22-17-0035-46,22-17-0042-46,100.0,95.23809523809523,True,LICEO QUESADENCE 7MA.,LICEO QUESADENCE 7MA.,JUTIAPA,QUESADA,9698,9701
11-01-0376-46,11-01-0378-46,100.0,95.23809523809523,True,COLEGIO TECNOLÓGICO JAN KOMENSKY,COLEGIO TECNOLÓGICO JAN KOMENSKY,RETALHULEU,RETALHULEU,1484,1485
05-02-0118-46,05-02-0238-46,100.0,95.1219512195122,True,COLEGIO CRISTIANO EMMANUEL 1A.,COLEGIO CRISTIANO EMMANUEL 1A.,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,5751,5776
05-02-0118-46,05-02-0239-46,100.0,95.1219512195122,True,COLEGIO CRISTIANO EMMANUEL 1A.,COLEGIO CRISTIANO EMMANUEL 1A.,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,5751,5777
05-09-0081-46,05-09-0085-46,100.0,94.11764705882352,True,COLEGIO PREUNIVERSITARIO SAN PABLO CHÁCARA SAN JOAQUÍN INTERIOR NO. 5,COLEGIO PREUNIVERSITARIO SAN PABLO CHÁCARA SAN JOAQUÍN INTERIOR NO. 5,ESCUINTLA,SAN JOSE,6055,6059
05-09-0083-46,05-09-0085-46,100.0,94.11764705882352,True,COLEGIO PREUNIVERSITARIO SAN PABLO CHÁCARA SAN JOAQUÍN INTERIOR NO. 5,COLEGIO PREUNIVERSITARIO SAN PABLO CHÁCARA SAN JOAQUÍN INTERIOR NO. 5,ESCUINTLA,SAN JOSE,6057,6059
05-09-0085-46,05-09-0087-46,100.0,94.11764705882352,True,COLEGIO PREUNIVERSITARIO SAN PABLO CHÁCARA SAN JOAQUÍN INTERIOR NO. 5,COLEGIO PREUNIVERSITARIO SAN PABLO CHÁCARA SAN JOAQUÍN INTERIOR NO. 5,ESCUINTLA,SAN JOSE,6059,6061
18-05-0133-46,18-05-0134-46,100.0,94.11764705882352,True,COLEGIO PRIVADO LIC. DAVID VELA KILOMETRO 200,COLEGIO PRIVADO LIC. DAVID VELA KILOMETRO 200,IZABAL,LOS AMATES,9108,9109
22-03-0026-46,22-03-0030-46,100.0,94.11764705882352,True,INSTITUTO TECNICO INDUSTRIAL HENRY FORD,INSTITUTO TECNICO INDUSTRIAL HENRY FORD,JUTIAPA,SANTA CATARINA MITA,9463,9466
01-11-0064-46,01-11-0065-46,100.0,94.0,False,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,GUATEMALA,SAN RAYMUNDO INED,7211,7212
01-14-0213-46,01-14-0219-46,100.0,93.91304347826087,True,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JUAN BAUTISTA 1RA Y 2DA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JUAN BAUTISTA 1RA Y 2DA,GUATEMALA,AMATITLAN INED,7364,7366
01-08-0637-46,01-08-0638-46,100.0,93.87755102040816,False,INSTITUTO TECNOLÓGICO DOCTOR THEO BLOEM,INSTITUTO TECNOLÓGICO DOCTOR THEO BLOEM,GUATEMALA,MIXCO,6658,6659
03-01-1017-46,03-01-1297-46,100.0,93.61702127659575,False,LICEO TERESA DE AVILA,LICEO TERESA DE AVILA,SACATEPEQUEZ,ANTIGUA GUATEMALA,1853,1878
01-06-0134-46,01-06-0136-46,100.0,93.5483870967742,True,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA TIERRA NUEVA I,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA TIERRA NUEVA I,GUATEMALA,CHINAUTLA,6442,6444
